rank,geartype,name,mmsi,flag,port,km,near,dist_agree,delta,kn,h,vend,fish,vid,flag_gfw,flag_greatcircle
0.0409,FIXED_GEAR,HAISLEY RAYNE,316005329,CAN,sambro,77.8,70.4,DIFFER,0.0955,8.8,4.8,2023-09-01T08:35:01.000Z,2023-09-01T13:22:50.000Z,b44e5e315-5754-fa02-e747-2911865c89de,TFCCTF{316005329_sambro_01.09.2023_01:22_PM_70.4},TFCCTF{316005329_sambro_01.09.2023_01:22_PM_77.8}
0.0284,TRAWLERS,HOYVIK,231020000,FRO,fuglafjordur,229.1,207.0,DIFFER,0.0967,11.5,10.8,2023-09-01T10:41:34.000Z,2023-09-01T21:26:50.000Z,8b9d1f16f-f39a-25bc-186c-42749b04aff3,TFCCTF{231020000_fuglafjordur_01.09.2023_09:26_PM_207.0},TFCCTF{231020000_fuglafjordur_01.09.2023_09:26_PM_229.1}
0.0273,TRAWLERS,010,810810888,,yangjiang,118.3,107.4,DIFFER,0.0927,6.0,10.6,2023-09-05T23:46:40.000Z,2023-09-06T10:22:40.000Z,7bd06e4ad-d988-81ae-79b5-623e7cf26684,TFCCTF{810810888_yangjiang_06.09.2023_10:22_AM_107.4},TFCCTF{810810888_yangjiang_06.09.2023_10:22_AM_118.3}
0.0249,FISHING,207EOJIN,440706440,KOR,seogwipo,123.6,136.9,DIFFER,0.0974,9.0,7.4,2023-09-04T00:20:40.000Z,2023-09-04T07:43:18.000Z,68feecda7-7503-4d76-c0c0-67535549ba1f,TFCCTF{440706440_seogwipo_04.09.2023_07:43_AM_136.9},TFCCTF{440706440_seogwipo_04.09.2023_07:43_AM_123.6}
0.0194,FISHING,SHOYO MARU,431890000,JPN,misaki,1123.2,1013.4,DIFFER,0.0977,11.6,52.3,2023-09-06T00:35:05.000Z,2023-09-08T04:54:46.000Z,6b8254394-4deb-b476-cf43-e77fdb136f34,TFCCTF{431890000_misaki_08.09.2023_04:54_AM_1013.4},TFCCTF{431890000_misaki_08.09.2023_04:54_AM_1123.2}
0.0177,TRAWLERS,BEITIR NK-123,251407000,ISL,neskaupstadur,96.2,86.8,DIFFER,0.0974,12.5,4.1,2023-09-05T20:32:46.000Z,2023-09-06T00:41:27.000Z,506ac165c-c19c-1d64-d9b2-9c52bd92c088,TFCCTF{251407000_neskaupstadur_06.09.2023_12:41_AM_86.8},TFCCTF{251407000_neskaupstadur_06.09.2023_12:41_AM_96.2}
0.0175,TRAWLERS,YUEHUILAIYU43439,412466307,CHN,shenquan,72.7,65.7,DIFFER,0.0967,6.8,5.8,2023-09-06T00:24:21.000Z,2023-09-06T06:11:04.000Z,229ae9e3e-eb4f-f62a-ed0a-d26ee754fb36,TFCCTF{412466307_shenquan_06.09.2023_06:11_AM_65.7},TFCCTF{412466307_shenquan_06.09.2023_06:11_AM_72.7}
0.0172,TRAWLERS,ZHEYUYU82187,412414576,CHN,taizhou,247.0,223.0,DIFFER,0.0973,7.3,18.3,2023-09-16T04:52:10.000Z,2023-09-16T23:10:19.000Z,f8d27c99e-e43d-d121-21ce-a16e1dcbe1b1,TFCCTF{412414576_taizhou_16.09.2023_11:10_PM_223.0},TFCCTF{412414576_taizhou_16.09.2023_11:10_PM_247.0}
0.0136,DRIFTING_LONGLINES,HORNG JYI  TSAIR,416002038,TWN,donggang,209.5,189.1,DIFFER,0.0971,6.6,17.2,2023-09-20T01:32:59.000Z,2023-09-20T18:46:49.000Z,479063bd2-2741-c3a5-82ff-78ee94c00f83,TFCCTF{416002038_donggang_20.09.2023_06:46_PM_189.1},TFCCTF{416002038_donggang_20.09.2023_06:46_PM_209.5}
0.0134,FIXED_GEAR,SHANG WEI 168,200000572,,keelung,130.6,118.0,DIFFER,0.0969,6.3,11.2,2023-09-07T00:53:09.000Z,2023-09-07T12:02:34.000Z,e2b3273a7-76e5-6da8-f086-7af7bab442b6,TFCCTF{200000572_keelung_07.09.2023_12:02_PM_118.0},TFCCTF{200000572_keelung_07.09.2023_12:02_PM_130.6}
0.0091,SET_LONGLINES,ST JOHN II,368256750,USA,seward anchorage,151.4,136.5,DIFFER,0.0984,6.9,11.8,2023-09-04T05:09:41.000Z,2023-09-04T16:55:43.000Z,5a7ad0ee1-1c72-079a-fb30-69a88ed554e6,TFCCTF{368256750_seward anchorage_04.09.2023_04:55_PM_136.5},TFCCTF{368256750_seward anchorage_04.09.2023_04:55_PM_151.4}
0.0079,SET_LONGLINES,SHANG WEI NO:168,416003782,TWN,keelung,130.8,118.0,DIFFER,0.0982,6.4,11.1,2023-09-07T00:55:12.000Z,2023-09-07T11:58:40.000Z,4c88c78a8-8d68-39e0-71ee-03fc3b9bc65f,TFCCTF{416003782_keelung_07.09.2023_11:58_AM_118.0},TFCCTF{416003782_keelung_07.09.2023_11:58_AM_130.8}
0.007,TRAWLERS,YUEHUILAIYU43492,412466416,CHN,shenquan,62.1,55.9,DIFFER,0.099,7.6,4.4,2023-09-05T13:50:05.000Z,2023-09-05T18:14:33.000Z,8f41f788b-b35d-9bb8-1f1d-ed1d42327d7e,TFCCTF{412466416_shenquan_05.09.2023_06:14_PM_55.9},TFCCTF{412466416_shenquan_05.09.2023_06:14_PM_62.1}
0.0067,TRAWLERS,YUEHUILAIYU43456,412466571,CHN,shenquan,60.9,54.9,DIFFER,0.0983,6.1,5.4,2023-09-05T12:23:11.000Z,2023-09-05T17:45:18.000Z,e8068428a-a0b1-289b-7291-5c0b751f9a57,TFCCTF{412466571_shenquan_05.09.2023_05:45_PM_54.9},TFCCTF{412466571_shenquan_05.09.2023_05:45_PM_60.9}
0.0041,SET_LONGLINES,DESTRIERO,247250120,ITA,civitavecchia,69.4,62.5,DIFFER,0.0995,8.5,4.4,2023-09-08T21:04:20.000Z,2023-09-09T01:29:20.000Z,8f2082340-0c03-bc04-a8ad-ab51a1e38202,TFCCTF{247250120_civitavecchia_09.09.2023_01:29_AM_62.5},TFCCTF{247250120_civitavecchia_09.09.2023_01:29_AM_69.4}
